Activity ID,Activity Date,Activity Name,Activity Type,Activity Description,Elapsed Time,Distance,Max Heart Rate,Relative Effort,Commute,Activity Private Note,Activity Gear,Filename,Athlete Weight,Bike Weight,Elapsed Time,Moving Time,Distance,Max Speed,Average Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade,Average Positive Grade,Average Negative Grade,Max Cadence,Average Cadence,Max Heart Rate,Average Heart Rate,Max Watts,Average Watts,Calories,Max Temperature,Average Temperature,Relative Effort,Total Work,Number of Runs,Uphill Time,Downhill Time,Other Time,Perceived Exertion,Type,Start Time,Weighted Average Power,Power Count,Prefer Perceived Exertion,Perceived Relative Effort,Commute,Total Weight Lifted,From Upload,Grade Adjusted Distance,Weather Observation Time,Weather Condition,Weather Temperature,Apparent Temperature,Dewpoint,Humidity,Weather Pressure,Wind Speed,Wind Gust,Wind Bearing,Precipitation Intensity,Sunrise Time,Sunset Time,Moon Phase,Bike,Gear,Precipitation Probability,Precipitation Type,Cloud Cover,Weather Visibility,UV Index,Weather Ozone,Jump Count,Total Grit,Average Flow,Flagged,Average Elapsed Speed,Dirt Distance,Newly Explored Distance,Newly Explored Dirt Distance,Activity Count,Total Steps,Carbon Saved,Pool Length,Training Load,Intensity,Average Grade Adjusted Pace,Timer Time,Total Cycles,Recovery,With Pet,Competition,Long Run,For a Cause,With Kid,Downhill Distance,Total Sets,Total Reps,Media
16582793207,"Nov 27, 2025, 1:35:40 PM",Thursday Morning Walk,Walk,,6281,7.72,141.0,23,,,Nike AIR JORDAN XXXIX Nike Air Jordan,activities/16582793207.gpx,,,6281.0,5849.0,7724.0,4.28,1.321,67.5,80.5,255.8,298.1,14.0,-0.2,,,81.0,48.0,141.0,113.0,,,631.0,,,23.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,21336526.0,,,,,,,,,,,1.23,0.0,,,,9708.0,0.0,,,,,,,,,,,,,,,,""
16573838444,"Nov 26, 2025, 10:58:31 AM",MAKEUP DAY AND EXTRAS,Yoga,"Logged with Hevy

Yoga
Set 1: 1h 0min 24s
",3668,0,,,,,,,,,3668.0,3668.0,0.0,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,,,media/255e0c2e-f8c2-46f0-bade-1d9ac429cecd.jpg
16564165715,"Nov 25, 2025, 12:07:58 PM",PULL DAY,Weight Training,"Logged with Hevy

Deadlift (Barbell)
Set 1: 70 lbs x 14 [Warm-up]
Set 2: 90 lbs x 12 

Pull Up (Weighted)
Set 1: 15 lbs x 5 
Set 2: 15 lbs x 5 
Set 3: 15 lbs x 5 
Set 4: 15 lbs x 5 

Seated Cable Row - V Grip (Cable)
Set 1: 85 lbs x 12 
Set 2: 85 lbs x 10 
Set 3: 85 lbs x 12 

Pull Up
Set 1: 5 reps 
Set 2: 5 reps 
Set 3: 5 reps 

Face Pull
Set 1: 20 lbs x 20 
Set 2: 20 lbs x 20 
Set 3: 20 lbs x 20 

Bicep Curl (Dumbbell)
Set 1: 30 lbs x 10 
Set 2: 30 lbs x 10 
Set 3: 30 lbs x 10 

Pull Up
Set 1: 3 reps 
",2484,0,,,,,,,,,2484.0,2484.0,0.0,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,,,media/41b24ecf-3ad9-4bab-8a35-b65891434cdb.jpg
16552737548,"Nov 24, 2025, 9:02:09 AM",PUSH DAY,Weight Training,"Logged with Hevy

Incline Bench Press (Dumbbell)
Set 1: 45 lbs x 16 [Warm-up]
Set 2: 70 lbs x 6 
Set 3: 70 lbs x 6 
Set 4: 70 lbs x 6 

Triceps Pushdown
Set 1: 70 lbs x 10 
Set 2: 75 lbs x 10 
Set 3: 70 lbs x 10 

Lateral Raise (Dumbbell)
Set 1: 20 lbs x 12 
Set 2: 15 lbs x 16 
Set 3: 15 lbs x 12 

Seated Leg Curl (Machine)
Set 1: 60 lbs x 10 
Set 2: 60 lbs x 10 
Set 3: 60 lbs x 10 

Cable Fly Crossovers
Set 1: 140 lbs x 12 
Set 2: 160 lbs x 10 
Set 3: 160 lbs x 8 

Triceps Dip
Set 1: 12 reps 
Set 2: 10 reps 
Set 3: 10 reps 
",2436,0,,,,,,,,,2436.0,2436.0,0.0,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,,,media/eafa32e2-b8a6-483b-8d57-d01ec0a7c55d.jpg
16524801866,"Nov 21, 2025, 9:17:04 AM",PULL DAY,Weight Training,"Logged with Hevy

Deadlift (Barbell)
Set 1: 65 lbs x 14 [Warm-up]
Set 2: 85 lbs x 10 

Pull Up (Weighted)
Set 1: 10 lbs x 5 
Set 2: 10 lbs x 5 
Set 3: 10 lbs x 5 
Set 4: 15 lbs x 5 

Pull Up
Set 1: 3 reps 
Set 2: 3 reps 
Set 3: 3 reps 

Face Pull
Set 1: 20 lbs x 20 
Set 2: 20 lbs x 20 
Set 3: 20 lbs x 20 

Bicep Curl (Dumbbell)
Set 1: 30 lbs x 10 
Set 2: 35 lbs x 10 
Set 3: 35 lbs x 8 

Pull Up
Set 1: 3 reps 

Bulgarian Split Squat
Set 1: 0 lbs x 10 
Set 2: 0 lbs x 10 
Set 3: 0 lbs x 10 

Preacher Curl (Dumbbell)
Set 1: 20 lbs x 12 
Set 2: 20 lbs x 12 
Set 3: 25 lbs x 10 
",3084,0,,,,,,,,,3084.0,3084.0,0.0,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,,,media/247fe90b-6b4b-46a0-a1a7-ebde1173799a.jpg
16496604205,"Nov 18, 2025, 11:56:28 AM",PULL DAY,Weight Training,"Logged with Hevy

Deadlift (Barbell)
Set 1: 90 lbs x 14 [Failure]

Pull Up
Set 1: 5 reps 
Set 2: 5 reps 
Set 3: 5 reps 
Set 4: 5 reps 

Seated Cable Row - V Grip (Cable)
Set 1: 85 lbs x 12 
Set 2: 85 lbs x 10 
Set 3: 85 lbs x 12 

Face Pull
Set 1: 20 lbs x 20 
Set 2: 20 lbs x 20 
Set 3: 20 lbs x 20 

Bicep Curl (Dumbbell)
Set 1: 30 lbs x 10 
Set 2: 30 lbs x 10 
Set 3: 25 lbs x 10 
",1815,0,,,,,,,,,1815.0,1815.0,0.0,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,,,media/e15d38e5-cfe9-44cd-a2f4-ca985cf08139.jpg
16496290012,"Nov 18, 2025, 4:33:38 PM",Tuesday Morning Indoor Walk,Walk,,1237,1.61,102.0,3,,,Nike AIR JORDAN XXXIX Nike Air Jordan,activities/16496290012.gpx,,,1237.0,1237.0,1614.3,2.34,1.305,0.0,0.0,0.0,0.0,0.0,0.0,,,92.0,50.0,102.0,96.0,,,109.0,,,3.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,21336526.0,,,,,,,,,,,1.305,0.0,,,,2092.0,0.0,,,,,,,,,,,,,,,,""
16486198271,"Nov 17, 2025, 11:16:06 AM",PUSH DAY,Weight Training,"Logged with Hevy

Incline Bench Press (Dumbbell)
Set 1: 45 lbs x 16 [Warm-up]
Set 2: 60 lbs x 10 
Set 3: 65 lbs x 7 
Set 4: 70 lbs x 5 

Triceps Pushdown
Set 1: 70 lbs x 10 
Set 2: 70 lbs x 10 
Set 3: 70 lbs x 10 

Lateral Raise (Dumbbell)
Set 1: 15 lbs x 15 
Set 2: 15 lbs x 15 
Set 3: 15 lbs x 15 

Cable Fly Crossovers
Set 1: 140 lbs x 12 
Set 2: 160 lbs x 10 
Set 3: 160 lbs x 10 

Triceps Dip
Set 1: 12 reps 
Set 2: 10 reps 
Set 3: 9 reps 

Seated Leg Curl (Machine)
Set 1: 60 lbs x 10 
Set 2: 70 lbs x 10 
Set 3: 60 lbs x 10 
",2523,0,,,,,,,,,2523.0,2523.0,0.0,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,,,media/2b5c9a17-2498-4288-8456-61b56c16f8e5.jpg
16445887370,"Nov 13, 2025, 8:21:06 AM",PUSH DAY,Weight Training,"Logged with Hevy

Incline Bench Press (Dumbbell)
Set 1: 60 lbs x 12 
Set 2: 60 lbs x 10 
Set 3: 65 lbs x 8 

Triceps Pushdown
Set 1: 70 lbs x 10 
Set 2: 60 lbs x 10 
Set 3: 55 lbs x 10 

Lateral Raise (Dumbbell)
Set 1: 15 lbs x 15 
Set 2: 15 lbs x 15 
Set 3: 15 lbs x 15 

Cable Fly Crossovers
Set 1: 140 lbs x 12 
Set 2: 140 lbs x 12 
Set 3: 140 lbs x 12 

Triceps Dip
Set 1: 12 reps 
Set 2: 10 reps 
Set 3: 9 reps 
",2164,0,,,,,,,,,2164.0,2164.0,0.0,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,,,media/f00fc7d0-eadb-4740-8142-19b1744810c3.jpg
16445395494,"Nov 13, 2025, 12:38:34 PM",Thursday Morning Indoor Walk,Walk,,1335,1.62,107.0,3,,,Nike AIR JORDAN XXXIX Nike Air Jordan,activities/16445395494.gpx,,,1335.0,1335.0,1621.3,2.14,1.214,0.0,0.0,0.0,0.0,0.0,0.0,,,112.0,50.0,107.0,98.0,,,126.0,,,3.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,21336526.0,,,,,,,,,,,1.214,0.0,,,,2206.0,0.0,,,,,,,,,,,,,,,,""
16426407033,"Nov 11, 2025, 11:17:25 AM",PULL DAY,Weight Training,"Logged with Hevy

Deadlift (Barbell)
Set 1: 90 lbs x 14 [Failure]

Pull Up
Set 1: 10 reps 
Set 2: 6 reps 
Set 3: 6 reps 

Seated Cable Row - V Grip (Cable)
Set 1: 85 lbs x 12 
Set 2: 85 lbs x 12 
Set 3: 85 lbs x 12 

Face Pull
Set 1: 20 lbs x 20 
Set 2: 20 lbs x 20 
Set 3: 20 lbs x 20 

Bicep Curl (Dumbbell)
Set 1: 30 lbs x 10 
Set 2: 30 lbs x 10 
Set 3: 30 lbs x 10 
",1836,0,,,,,,,,,1836.0,1836.0,0.0,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,,,media/1b4ca990-d287-4795-b628-e4d4923115e8.jpg
16414521510,"Nov 10, 2025, 9:17:57 AM",PUSH DAY,Weight Training,"Logged with Hevy

Bench Press (Barbell)
Set 1: 135 lbs x 16 [Warm-up]
Set 2: 205 lbs x 5 
Set 3: 215 lbs x 4 
Set 4: 185 lbs x 10 [Failure]

Triceps Pushdown
Set 1: 60 lbs x 8 
Set 2: 50 lbs x 10 
Set 3: 50 lbs x 12 

Lateral Raise (Dumbbell)
Set 1: 15 lbs x 15 
Set 2: 15 lbs x 15 
Set 3: 15 lbs x 15 

Cable Fly Crossovers
Set 1: 140 lbs x 12 
Set 2: 140 lbs x 12 
Set 3: 140 lbs x 11 
",1976,0,,,,,,,,,1976.0,1976.0,0.0,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,,,media/01143d1c-9c48-4f5f-ad87-108864b52583.jpg
16414268217,"Nov 10, 2025, 1:58:06 PM",Monday Morning Indoor Walk,Walk,,1166,1.31,110.0,3,,,Nike AIR JORDAN XXXIX Nike Air Jordan,activities/16414268217.gpx,,,1166.0,1166.0,1311.8,2.94,1.125,0.0,0.0,0.0,0.0,0.0,0.0,,,118.0,46.0,110.0,96.0,,,110.0,,,3.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,21336526.0,,,,,,,,,,,1.125,0.0,,,,1784.0,0.0,,,,,,,,,,,,,,,,""
16396987256,"Nov 8, 2025, 5:06:44 PM",Saturday Afternoon Hike,Hike,,5947,3.40,152.0,18,,,,activities/16396987256.gpx,,,5947.0,4200.0,3406.2,3.2,0.811,124.7,156.0,1333.2,1478.8,49.5,-0.9,,,56.0,32.0,152.0,109.0,,,619.0,,,18.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.573,3406.2,,,,,0.0,,,,,,,,,,,,,,,,""
16386826200,"Nov 7, 2025, 2:16:31 PM",PULL DAY,Weight Training,"Logged with Hevy

Deadlift (Barbell)
Set 1: 90 lbs x 14 [Failure]

Pull Up
Set 1: 10 reps 
Set 2: 8 reps 
Set 3: 6 reps 

Seated Cable Row - V Grip (Cable)
Set 1: 85 lbs x 12 
Set 2: 85 lbs x 12 
Set 3: 85 lbs x 12 

Face Pull
Set 1: 20 lbs x 20 
Set 2: 20 lbs x 20 
Set 3: 20 lbs x 20 

Bicep Curl (Dumbbell)
Set 1: 30 lbs x 10 
Set 2: 30 lbs x 10 
Set 3: 30 lbs x 10 

Shrug (Dumbbell)
Set 1: 50 lbs x 20 
Set 2: 50 lbs x 20 
Set 3: 50 lbs x 14 
",2026,0,,,,,,,,,2026.0,2026.0,0.0,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,,,media/0ca09c14-14a0-4c92-974f-d60cfae02e40.jpg
16378583983,"Nov 6, 2025, 5:26:43 PM",MAKEUP DAY AND EXTRAS,Weight Training,"Logged with Hevy

Cable Fly Crossovers
Set 1: 140 lbs x 10 
Set 2: 140 lbs x 10 
Set 3: 140 lbs x 10 

Triceps Dip
Set 1: 12 reps 
Set 2: 12 reps 
Set 3: 12 reps 
",783,0,,,,,,,,,783.0,783.0,0.0,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,,,media/4ed973cc-adda-40d8-94ce-e034cd22f162.jpg
16374950969,"Nov 6, 2025, 10:21:57 AM",PUSH DAY,Weight Training,"Logged with Hevy

Bench Press (Barbell)
Set 1: 135 lbs x 16 [Warm-up]
Set 2: 205 lbs x 5 
Set 3: 185 lbs x 8 
Set 4: 185 lbs x 5 [Failure]

Incline Bench Press (Dumbbell)
Set 1: 50 lbs x 10 
Set 2: 50 lbs x 10 
Set 3: 55 lbs x 10 

Triceps Pushdown
Set 1: 60 lbs x 8 
Set 2: 50 lbs x 10 
Set 3: 50 lbs x 12 

Lateral Raise (Dumbbell)
Set 1: 15 lbs x 12 
Set 2: 15 lbs x 15 
Set 3: 15 lbs x 16 
",2055,0,,,,,,,,,2055.0,2055.0,0.0,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,,,media/5bbb944c-749a-4f30-ac62-6d6039d149dc.jpg
16363280701,"Nov 5, 2025, 7:56:14 AM",LEG DAY,Weight Training,"Logged with Hevy

Squat (Barbell)
Set 1: 95 lbs x 10 
Set 2: 95 lbs x 10 
Set 3: 95 lbs x 10 [Failure]

Romanian Deadlift (Barbell)
Set 1: 95 lbs x 12 
Set 2: 95 lbs x 12 
Set 3: 95 lbs x 12 

Lying Leg Curl (Machine)
Set 1: 60 lbs x 12 
Set 2: 70 lbs x 10 
Set 3: 60 lbs x 12 

Standing Calf Raise (Dumbbell)
Set 1: 60 lbs x 20 
Set 2: 65 lbs x 20 
Set 3: 70 lbs x 20 
Set 4: 70 lbs x 20 
Set 5: 70 lbs x 20 
",2853,0,,,,,,,,,2853.0,2853.0,0.0,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,,,media/4efd830e-5a63-47dd-be53-295115c241be.jpg
16352321706,"Nov 4, 2025, 8:33:39 AM",PULL DAY,Weight Training,"Logged with Hevy

Deadlift (Barbell)
Set 1: 90 lbs x 14 [Failure]

Pull Up
Set 1: 8 reps 
Set 2: 8 reps 
Set 3: 6 reps 

Seated Cable Row - V Grip (Cable)
Set 1: 85 lbs x 12 
Set 2: 85 lbs x 12 
Set 3: 85 lbs x 12 

Face Pull
Set 1: 20 lbs x 20 
Set 2: 20 lbs x 20 
Set 3: 20 lbs x 20 

Bicep Curl (Dumbbell)
Set 1: 30 lbs x 10 
Set 2: 30 lbs x 10 
Set 3: 25 lbs x 10 
",1867,0,,,,,,,,,1867.0,1867.0,0.0,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,,,media/095a8a51-dc05-49b5-a2d7-d249df3aa279.jpg
16441251879,"Nov 3, 2025, 3:38:37 PM",Morning Walk,Walk,,614,0.83,105.0,1,,,Nike AIR JORDAN XXXIX Nike Air Jordan,activities/17527514923.fit.gz,,,614.0,580.0,835.2,9.433,1.44,2.8,2.2,304.0,307.1,3.1,0.1,,,,,105.0,96.0,,,43.0,,,1.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,21336526.0,,,,,,,,,,,1.36,0.0,,,,438.0,0.0,,,,,,,,,,,,,,,,""
16332460982,"Nov 1, 2025, 5:13:56 PM",Saturday Afternoon Hike,Hike,,7164,5.62,157.0,29,,,,activities/16332460982.gpx,,,7164.0,5571.0,5627.2,2.32,1.01,204.7,194.1,514.1,710.1,49.0,0.1,,,59.0,40.0,157.0,113.0,,,698.0,,,29.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.785,4768.2,,,,,0.0,,,,,,,,,,,,,,,,""
16303479676,"Oct 30, 2025, 11:23:19 AM",PUSH DAY,Weight Training,"Logged with Hevy

Bench Press (Barbell)
Set 1: 135 lbs x 14 
Set 2: 205 lbs x 6 
Set 3: 185 lbs x 8 
Set 4: 195 lbs x 6 [Failure]

Triceps Pushdown
Set 1: 60 lbs x 12 
Set 2: 70 lbs x 10 
Set 3: 75 lbs x 10 

Lateral Raise (Dumbbell)
Set 1: 15 lbs x 12 
Set 2: 15 lbs x 15 
Set 3: 15 lbs x 16 

Cable Fly Crossovers
Set 1: 140 lbs x 16 
Set 2: 140 lbs x 12 
Set 3: 140 lbs x 12 

Triceps Dip
Set 1: 12 reps 
Set 2: 10 reps 
",2478,0,,,,,,,,,2478.0,2478.0,0.0,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,,,media/e82a54b6-5901-4d48-8ffb-63bd184771e3.jpg
16293424185,"Oct 29, 2025, 11:09:21 AM",LEG DAY,Weight Training,"Logged with Hevy

Squat (Barbell)
Set 1: 75 lbs x 10 
Set 2: 75 lbs x 10 
Set 3: 75 lbs x 10 [Failure]

Romanian Deadlift (Barbell)
Set 1: 75 lbs x 12 
Set 2: 95 lbs x 10 
Set 3: 115 lbs x 12 

Leg Press Horizontal (Machine)
Set 1: 140 lbs x 14 
Set 2: 160 lbs x 12 
Set 3: 160 lbs x 12 

Lying Leg Curl (Machine)
Set 1: 60 lbs x 12 
Set 2: 60 lbs x 12 
Set 3: 60 lbs x 10 

Standing Calf Raise (Dumbbell)
Set 1: 50 lbs x 20 
Set 2: 50 lbs x 25 
Set 3: 50 lbs x 25 
Set 4: 55 lbs x 25 
Set 5: 55 lbs x 25 
",2705,0,,,,,,,,,2705.0,2705.0,0.0,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,,,media/015381af-7ff3-40c9-a11f-702691d05ea5.jpg
16293042273,"Oct 29, 2025, 2:50:36 PM",Wednesday Morning Indoor Walk,Walk,,1040,1.61,110.0,0,,,Nike AIR JORDAN XXXIX Nike Air Jordan,activities/16293042273.gpx,,,1040.0,1040.0,1618.1,3.6,1.556,0.0,0.0,0.0,0.0,0.0,0.0,,,79.0,55.0,110.0,43.0,,,127.0,,,0.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,21336526.0,,,,,,,,,,,1.556,0.0,,,,1900.0,0.0,,,,,,,,,,,,,,,,""
16286136718,"Oct 28, 2025, 5:05:06 PM",MAKEUP DAY AND EXTRAS,Weight Training,"Logged with Hevy

Incline Bench Press (Dumbbell)
Set 1: 55 lbs x 10 
Set 2: 60 lbs x 10 
Set 3: 55 lbs x 10 

Cable Fly Crossovers
Set 1: 160 lbs x 8 
Set 2: 160 lbs x 8 
Set 3: 160 lbs x 8 

Shrug (Dumbbell)
Set 1: 50 lbs x 20 
Set 2: 50 lbs x 20 
Set 3: 50 lbs x 20 
",1193,0,,,,,,,,,1193.0,1193.0,0.0,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,,,media/f5c56647-1d9d-40d8-8ec3-a31887384240.jpg
16285960055,"Oct 28, 2025, 8:35:37 PM",Tuesday Afternoon Indoor Walk,Walk,,1647,2.20,137.0,6,,,Nike AIR JORDAN XXXIX Nike Air Jordan,activities/16285960055.gpx,,,1647.0,1647.0,2205.2,2.2,1.339,0.0,0.0,0.0,0.0,0.0,0.0,,,54.0,50.0,137.0,111.0,,,212.0,,,6.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,21336526.0,,,,,,,,,,,1.339,0.0,,,,2770.0,0.0,,,,,,,,,,,,,,,,""
16283153833,"Oct 28, 2025, 12:01:16 PM",PULL DAY,Weight Training,"Logged with Hevy

Deadlift (Barbell)
Set 1: 90 lbs x 14 [Failure]

Pull Up
Set 1: 8 reps 
Set 2: 6 reps 
Set 3: 6 reps 

Seated Cable Row - V Grip (Cable)
Set 1: 85 lbs x 12 
Set 2: 85 lbs x 12 
Set 3: 85 lbs x 12 

Face Pull
Set 1: 20 lbs x 20 
Set 2: 25 lbs x 20 
Set 3: 25 lbs x 20 

Bicep Curl (Dumbbell)
Set 1: 30 lbs x 10 
Set 2: 30 lbs x 10 
Set 3: 30 lbs x 10 
",1655,0,,,,,,,,,1655.0,1655.0,0.0,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,,,media/5153ab44-9ee0-4ffa-a630-2c505526f7a2.jpg
16273352106,"Oct 27, 2025, 1:30:00 PM",PUSH DAY,Weight Training,"Logged with Hevy

Bench Press (Barbell)
Set 1: 115 lbs x 16 
Set 2: 165 lbs x 10 
Set 3: 165 lbs x 10 
",541,0,,,,,,,,,541.0,541.0,0.0,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,,,media/5371557f-1499-4d0a-9a1a-abeb01adbe1a.jpg
16273207624,"Oct 27, 2025, 5:02:53 PM",Monday Afternoon Indoor Walk,Walk,,1283,1.63,126.0,4,,,Nike AIR JORDAN XXXIX Nike Air Jordan,activities/16273207624.gpx,,,1283.0,1283.0,1631.7,2.22,1.272,0.0,0.0,0.0,0.0,0.0,0.0,,,53.0,49.0,126.0,113.0,,,154.0,,,4.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,21336526.0,,,,,,,,,,,1.272,0.0,,,,2110.0,0.0,,,,,,,,,,,,,,,,""
16252382008,"Oct 25, 2025, 9:51:50 AM",MAKEUP DAY AND EXTRAS,Weight Training,"Logged with Hevy

Triceps Extension (Dumbbell)
Set 1: 55 lbs x 12 
Set 2: 55 lbs x 12 
Set 3: 55 lbs x 12 

Face Pull
Set 1: 20 lbs x 20 
Set 2: 20 lbs x 20 
Set 3: 20 lbs x 20 

Bicep Curl (Dumbbell)
Set 1: 30 lbs x 10 
Set 2: 30 lbs x 10 
Set 3: 30 lbs x 10 

Cable Fly Crossovers
Set 1: 160 lbs x 12 
Set 2: 160 lbs x 12 
Set 3: 160 lbs x 10 

Shrug (Dumbbell)
Set 1: 50 lbs x 20 
Set 2: 50 lbs x 20 
Set 3: 50 lbs x 20 

Crunch
Set 1: 30 reps 
Set 2: 30 reps 
Set 3: 30 reps 

Side Bend (Dumbbell)
Set 1: 45 lbs x 20 
Set 2: 45 lbs x 30 
Set 3: 55 lbs x 20 
",3073,0,,,,,,,,,3073.0,3073.0,0.0,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,,,media/0fb2dad2-cce6-4197-8126-d3d679a57c59.jpg
16244997755,"Oct 24, 2025, 4:36:11 PM",PULL DAY,Weight Training,"Logged with Hevy

Deadlift (Barbell)
Set 1: 90 lbs x 14 [Failure]

Lat Pulldown (Cable)
Set 1: 145 lbs x 10 
Set 2: 160 lbs x 9 
Set 3: 145 lbs x 10 

Seated Cable Row - V Grip (Cable)
Set 1: 85 lbs x 12 
Set 2: 85 lbs x 12 

Bicep Curl (Dumbbell)
Set 1: 35 lbs x 7 
",968,0,,,,,,,,,968.0,968.0,0.0,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,,,media/aa75f2ec-5fd6-4762-9996-31c648e17545.jpg
16240800666,"Oct 24, 2025, 7:19:41 AM",PUSH DAY,Weight Training,"Logged with Hevy

Bench Press (Barbell)
Set 1: 135 lbs x 12 
Set 2: 205 lbs x 5 
Set 3: 215 lbs x 5 
Set 4: 185 lbs x 8 
Set 5: 185 lbs x 9 [Failure]

Triceps Pushdown
Set 1: 60 lbs x 10 
Set 2: 70 lbs x 10 
Set 3: 75 lbs x 9 

Lateral Raise (Dumbbell)
Set 1: 15 lbs x 12 
Set 2: 15 lbs x 16 
Set 3: 20 lbs x 12 
",1604,0,,,,,,,,,1604.0,1604.0,0.0,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,,,media/1f04a358-3985-4609-a0e6-8c6b4c81b59f.jpg
